Site,Date,Night,Time,DateTimeOriginal,SpeciesID
LWB-0726,2016-09-07,2016-09-06,2:37:22,2016-09-07 2:37,LANO
LWB-0726,2016-09-07,2016-09-06,3:17:47,2016-09-07 3:17,35K
LWB-0726,2016-09-07,2016-09-06,3:24:03,2016-09-07 3:24,40K
LWB-0726,2016-09-07,2016-09-06,3:31:44,2016-09-07 3:31,35K
LWB-0726,2016-09-07,2016-09-06,3:41:45,2016-09-07 3:41,35K
LWB-0726,2016-09-07,2016-09-06,4:15:05,2016-09-07 4:15,45K
LWB-0726,2016-09-07,2016-09-06,4:46:07,2016-09-07 4:46,35K
LWB-0726,2016-09-07,2016-09-06,4:58:12,2016-09-07 4:58,35K
LWB-0726,2016-09-07,2016-09-06,5:29:17,2016-09-07 5:29,35K
LWB-0726,2016-09-07,2016-09-06,5:57:38,2016-09-07 5:57,35K
LWB-0726,2016-09-07,2016-09-07,19:45:40,2016-09-07 19:45,35K
LWB-0726,2016-09-07,2016-09-07,19:47:21,2016-09-07 19:47,35K
LWB-0726,2016-09-07,2016-09-07,20:00:16,2016-09-07 20:00,35K
LWB-0726,2016-09-07,2016-09-07,21:43:36,2016-09-07 21:43,35K
LWB-0726,2016-09-07,2016-09-07,21:45:45,2016-09-07 21:45,35K
LWB-0726,2016-09-07,2016-09-07,21:58:36,2016-09-07 21:58,35K
LWB-0726,2016-09-07,2016-09-07,22:23:15,2016-09-07 22:23,40K
LWB-0726,2016-09-07,2016-09-07,22:27:29,2016-09-07 22:27,35K
LWB-0726,2016-09-07,2016-09-07,22:37:35,2016-09-07 22:37,35K
LWB-0726,2016-09-07,2016-09-07,22:42:16,2016-09-07 22:42,20K
LWB-0726,2016-09-08,2016-09-07,0:28:11,2016-09-08 0:28,40K
LWB-0726,2016-09-08,2016-09-07,0:32:22,2016-09-08 0:32,40K
LWB-0726,2016-09-08,2016-09-07,0:49:22,2016-09-08 0:49,35K
LWB-0726,2016-09-08,2016-09-07,0:50:49,2016-09-08 0:50,40K
LWB-0726,2016-09-08,2016-09-07,0:51:48,2016-09-08 0:51,35K
LWB-0726,2016-09-08,2016-09-07,1:18:48,2016-09-08 1:18,35K
LWB-0726,2016-09-08,2016-09-07,1:41:05,2016-09-08 1:41,40K
LWB-0726,2016-09-08,2016-09-07,2:36:27,2016-09-08 2:36,35K
LWB-0726,2016-09-08,2016-09-07,2:55:03,2016-09-08 2:55,35K
LWB-0726,2016-09-08,2016-09-07,3:07:02,2016-09-08 3:07,40K
LWB-0726,2016-09-08,2016-09-07,3:35:55,2016-09-08 3:35,35K
LWB-0726,2016-09-08,2016-09-07,3:36:44,2016-09-08 3:36,35K
LWB-0726,2016-09-08,2016-09-07,6:08:23,2016-09-08 6:08,40K
LWB-0726,2016-09-08,2016-09-08,19:52:47,2016-09-08 19:52,40K
LWB-0726,2016-09-08,2016-09-08,19:57:37,2016-09-08 19:57,40K
LWB-0726,2016-09-08,2016-09-08,19:57:50,2016-09-08 19:57,35K
LWB-0726,2016-09-08,2016-09-08,19:59:11,2016-09-08 19:59,40K
LWB-0726,2016-09-08,2016-09-08,19:59:27,2016-09-08 19:59,40K
LWB-0726,2016-09-08,2016-09-08,20:00:13,2016-09-08 20:00,35K
LWB-0726,2016-09-08,2016-09-08,20:00:59,2016-09-08 20:00,35K
LWB-0726,2016-09-08,2016-09-08,20:01:20,2016-09-08 20:01,35K
LWB-0726,2016-09-08,2016-09-08,20:04:05,2016-09-08 20:04,35K
LWB-0726,2016-09-08,2016-09-08,20:04:42,2016-09-08 20:04,35K
LWB-0726,2016-09-08,2016-09-08,20:06:08,2016-09-08 20:06,40K
LWB-0726,2016-09-08,2016-09-08,20:07:14,2016-09-08 20:07,40K
LWB-0726,2016-09-08,2016-09-08,20:19:25,2016-09-08 20:19,40K
LWB-0726,2016-09-08,2016-09-08,20:38:05,2016-09-08 20:38,35K
LWB-0726,2016-09-08,2016-09-08,20:57:51,2016-09-08 20:57,40K
LWB-0726,2016-09-08,2016-09-08,21:05:44,2016-09-08 21:05,35K
LWB-0726,2016-09-08,2016-09-08,21:09:41,2016-09-08 21:09,40K
LWB-0726,2016-09-08,2016-09-08,21:13:01,2016-09-08 21:13,40K
LWB-0726,2016-09-08,2016-09-08,21:49:50,2016-09-08 21:49,35K
LWB-0726,2016-09-08,2016-09-08,22:13:00,2016-09-08 22:13,45K
LWB-0726,2016-09-08,2016-09-08,22:32:43,2016-09-08 22:32,35K
LWB-0726,2016-09-08,2016-09-08,23:10:48,2016-09-08 23:10,40K
LWB-0726,2016-09-09,2016-09-08,0:28:10,2016-09-09 0:28,NOISE
LWB-0726,2016-09-09,2016-09-08,2:41:57,2016-09-09 2:41,35K
LWB-0726,2016-09-09,2016-09-08,3:28:03,2016-09-09 3:28,45K
LWB-0726,2016-09-09,2016-09-09,19:53:38,2016-09-09 19:53,35K
LWB-0726,2016-09-09,2016-09-09,19:53:57,2016-09-09 19:53,40K
LWB-0726,2016-09-09,2016-09-09,19:55:10,2016-09-09 19:55,MYLU
LWB-0726,2016-09-09,2016-09-09,20:03:10,2016-09-09 20:03,MYLU
LWB-0726,2016-09-09,2016-09-09,20:03:18,2016-09-09 20:03,MYLU
LWB-0726,2016-09-09,2016-09-09,20:04:03,2016-09-09 20:04,35K
LWB-0726,2016-09-09,2016-09-09,20:04:49,2016-09-09 20:04,MYEV
LWB-0726,2016-09-09,2016-09-09,20:07:18,2016-09-09 20:07,35K
LWB-0726,2016-09-09,2016-09-09,20:10:48,2016-09-09 20:10,35K
LWB-0726,2016-09-09,2016-09-09,20:18:55,2016-09-09 20:18,MYLU
LWB-0726,2016-09-09,2016-09-09,20:19:22,2016-09-09 20:19,35K
LWB-0726,2016-09-09,2016-09-09,20:32:51,2016-09-09 20:32,35K
LWB-0726,2016-09-09,2016-09-09,20:44:12,2016-09-09 20:44,40K
LWB-0726,2016-09-09,2016-09-09,20:53:19,2016-09-09 20:53,35K
LWB-0726,2016-09-09,2016-09-09,20:56:37,2016-09-09 20:56,45K
LWB-0726,2016-09-09,2016-09-09,20:57:24,2016-09-09 20:57,40K
LWB-0726,2016-09-09,2016-09-09,21:01:11,2016-09-09 21:01,35K
LWB-0726,2016-09-09,2016-09-09,21:01:41,2016-09-09 21:01,40K
LWB-0726,2016-09-09,2016-09-09,21:07:28,2016-09-09 21:07,40K
LWB-0726,2016-09-09,2016-09-09,21:11:16,2016-09-09 21:11,35K
LWB-0726,2016-09-09,2016-09-09,21:25:44,2016-09-09 21:25,40K
LWB-0726,2016-09-09,2016-09-09,21:43:36,2016-09-09 21:43,35K
LWB-0726,2016-09-09,2016-09-09,21:46:21,2016-09-09 21:46,35K
LWB-0726,2016-09-09,2016-09-09,22:10:49,2016-09-09 22:10,35K
LWB-0726,2016-09-09,2016-09-09,22:10:53,2016-09-09 22:10,35K
LWB-0726,2016-09-09,2016-09-09,23:00:17,2016-09-09 23:00,40K
LWB-0726,2016-09-09,2016-09-09,23:24:18,2016-09-09 23:24,45K
LWB-0726,2016-09-09,2016-09-09,23:34:05,2016-09-09 23:34,35K
LWB-0726,2016-09-10,2016-09-09,0:28:03,2016-09-10 0:28,45K
LWB-0726,2016-09-10,2016-09-09,2:19:23,2016-09-10 2:19,35K
LWB-0726,2016-09-10,2016-09-09,3:54:26,2016-09-10 3:54,35K
LWB-0726,2016-09-10,2016-09-09,4:16:27,2016-09-10 4:16,35K
LWB-0726,2016-09-10,2016-09-09,5:03:33,2016-09-10 5:03,35K
LWB-0726,2016-09-10,2016-09-09,5:23:51,2016-09-10 5:23,35K
LWB-0726,2016-09-10,2016-09-09,5:43:39,2016-09-10 5:43,40K
LWB-0726,2016-09-10,2016-09-09,5:43:39,2016-09-10 5:43,35K
LWB-0726,2016-09-10,2016-09-09,5:55:51,2016-09-10 5:55,35K
LWB-0726,2016-09-10,2016-09-10,19:42:21,2016-09-10 19:42,35K
LWB-0726,2016-09-10,2016-09-10,19:47:45,2016-09-10 19:47,40K
LWB-0726,2016-09-10,2016-09-10,19:48:17,2016-09-10 19:48,40K
LWB-0726,2016-09-10,2016-09-10,19:48:17,2016-09-10 19:48,EPFULANO
LWB-0726,2016-09-10,2016-09-10,19:48:32,2016-09-10 19:48,35K
LWB-0726,2016-09-10,2016-09-10,19:49:13,2016-09-10 19:49,40K
LWB-0726,2016-09-10,2016-09-10,19:49:27,2016-09-10 19:49,40K
LWB-0726,2016-09-10,2016-09-10,19:49:33,2016-09-10 19:49,40K
LWB-0726,2016-09-10,2016-09-10,19:50:13,2016-09-10 19:50,40K
LWB-0726,2016-09-10,2016-09-10,19:50:31,2016-09-10 19:50,40K
LWB-0726,2016-09-10,2016-09-10,19:50:41,2016-09-10 19:50,35K
LWB-0726,2016-09-10,2016-09-10,19:50:56,2016-09-10 19:50,35K
LWB-0726,2016-09-10,2016-09-10,19:51:25,2016-09-10 19:51,40K
LWB-0726,2016-09-10,2016-09-10,19:51:37,2016-09-10 19:51,40K
LWB-0726,2016-09-10,2016-09-10,19:52:07,2016-09-10 19:52,40K
LWB-0726,2016-09-10,2016-09-10,19:52:32,2016-09-10 19:52,40K
LWB-0726,2016-09-10,2016-09-10,19:52:47,2016-09-10 19:52,35K
LWB-0726,2016-09-10,2016-09-10,19:53:28,2016-09-10 19:53,45K
LWB-0726,2016-09-10,2016-09-10,19:53:36,2016-09-10 19:53,40K
LWB-0726,2016-09-10,2016-09-10,19:53:47,2016-09-10 19:53,45K
LWB-0726,2016-09-10,2016-09-10,19:54:18,2016-09-10 19:54,35K
LWB-0726,2016-09-10,2016-09-10,19:54:28,2016-09-10 19:54,35K
LWB-0726,2016-09-10,2016-09-10,19:54:34,2016-09-10 19:54,40K
LWB-0726,2016-09-10,2016-09-10,19:55:23,2016-09-10 19:55,40K
LWB-0726,2016-09-10,2016-09-10,19:55:27,2016-09-10 19:55,45K
LWB-0726,2016-09-10,2016-09-10,19:57:49,2016-09-10 19:57,35K
LWB-0726,2016-09-10,2016-09-10,19:58:53,2016-09-10 19:58,35K
LWB-0726,2016-09-10,2016-09-10,19:59:50,2016-09-10 19:59,35K
LWB-0726,2016-09-10,2016-09-10,20:00:53,2016-09-10 20:00,40K
LWB-0726,2016-09-10,2016-09-10,20:01:08,2016-09-10 20:01,40K
LWB-0726,2016-09-10,2016-09-10,20:05:03,2016-09-10 20:05,35K
LWB-0726,2016-09-10,2016-09-10,20:05:50,2016-09-10 20:05,40K
LWB-0726,2016-09-10,2016-09-10,20:06:23,2016-09-10 20:06,40K
LWB-0726,2016-09-10,2016-09-10,20:08:37,2016-09-10 20:08,30K
LWB-0726,2016-09-10,2016-09-10,20:08:48,2016-09-10 20:08,40K
LWB-0726,2016-09-10,2016-09-10,20:09:06,2016-09-10 20:09,35K
LWB-0726,2016-09-10,2016-09-10,20:10:19,2016-09-10 20:10,MYLU
LWB-0726,2016-09-10,2016-09-10,20:10:54,2016-09-10 20:10,MYLU
LWB-0726,2016-09-10,2016-09-10,20:17:15,2016-09-10 20:17,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:17:47,2016-09-10 20:17,40K
LWB-0726,2016-09-10,2016-09-10,20:18:14,2016-09-10 20:18,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:18:36,2016-09-10 20:18,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:18:40,2016-09-10 20:18,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:18:53,2016-09-10 20:18,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:19:01,2016-09-10 20:19,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:19:24,2016-09-10 20:19,40K
LWB-0726,2016-09-10,2016-09-10,20:19:50,2016-09-10 20:19,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:20:05,2016-09-10 20:20,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:20:10,2016-09-10 20:20,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:20:18,2016-09-10 20:20,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:20:30,2016-09-10 20:20,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:22:30,2016-09-10 20:22,NOISE
LWB-0726,2016-09-10,2016-09-10,20:23:36,2016-09-10 20:23,40K
LWB-0726,2016-09-10,2016-09-10,20:23:49,2016-09-10 20:23,40K
LWB-0726,2016-09-10,2016-09-10,20:23:57,2016-09-10 20:23,25K
LWB-0726,2016-09-10,2016-09-10,20:27:48,2016-09-10 20:27,35K
LWB-0726,2016-09-10,2016-09-10,20:30:01,2016-09-10 20:30,MYLU
LWB-0726,2016-09-10,2016-09-10,20:30:16,2016-09-10 20:30,35K
LWB-0726,2016-09-10,2016-09-10,20:30:46,2016-09-10 20:30,MYLU
LWB-0726,2016-09-10,2016-09-10,20:31:18,2016-09-10 20:31,40K
LWB-0726,2016-09-10,2016-09-10,20:31:27,2016-09-10 20:31,35K
LWB-0726,2016-09-10,2016-09-10,20:31:41,2016-09-10 20:31,35K
LWB-0726,2016-09-10,2016-09-10,20:31:58,2016-09-10 20:31,EPFULANO
LWB-0726,2016-09-10,2016-09-10,20:32:08,2016-09-10 20:32,40K
LWB-0726,2016-09-10,2016-09-10,20:32:08,2016-09-10 20:32,25K
LWB-0726,2016-09-10,2016-09-10,20:32:25,2016-09-10 20:32,40K
LWB-0726,2016-09-10,2016-09-10,20:32:38,2016-09-10 20:32,40K
LWB-0726,2016-09-10,2016-09-10,20:33:08,2016-09-10 20:33,35K
LWB-0726,2016-09-10,2016-09-10,20:34:47,2016-09-10 20:34,MYLU
LWB-0726,2016-09-10,2016-09-10,20:35:22,2016-09-10 20:35,40K
LWB-0726,2016-09-10,2016-09-10,20:35:29,2016-09-10 20:35,25K
LWB-0726,2016-09-10,2016-09-10,20:36:16,2016-09-10 20:36,40K
LWB-0726,2016-09-10,2016-09-10,20:36:32,2016-09-10 20:36,40K
LWB-0726,2016-09-10,2016-09-10,20:36:43,2016-09-10 20:36,40K
LWB-0726,2016-09-10,2016-09-10,20:37:01,2016-09-10 20:37,40K
LWB-0726,2016-09-10,2016-09-10,20:37:09,2016-09-10 20:37,40K
LWB-0726,2016-09-10,2016-09-10,20:37:50,2016-09-10 20:37,35K
LWB-0726,2016-09-10,2016-09-10,20:37:57,2016-09-10 20:37,40K
LWB-0726,2016-09-10,2016-09-10,20:38:27,2016-09-10 20:38,40K
LWB-0726,2016-09-10,2016-09-10,20:38:55,2016-09-10 20:38,35K
LWB-0726,2016-09-10,2016-09-10,20:39:06,2016-09-10 20:39,35K
LWB-0726,2016-09-10,2016-09-10,20:39:20,2016-09-10 20:39,40K
LWB-0726,2016-09-10,2016-09-10,20:42:48,2016-09-10 20:42,LANO
LWB-0726,2016-09-10,2016-09-10,20:44:18,2016-09-10 20:44,40K
LWB-0726,2016-09-10,2016-09-10,20:49:34,2016-09-10 20:49,35K
LWB-0726,2016-09-10,2016-09-10,20:50:45,2016-09-10 20:50,40K
LWB-0726,2016-09-10,2016-09-10,20:59:02,2016-09-10 20:59,40K
LWB-0726,2016-09-10,2016-09-10,21:07:35,2016-09-10 21:07,35K
LWB-0726,2016-09-10,2016-09-10,21:10:50,2016-09-10 21:10,40K
LWB-0726,2016-09-10,2016-09-10,21:12:02,2016-09-10 21:12,NOISE
LWB-0726,2016-09-10,2016-09-10,21:26:49,2016-09-10 21:26,40K
LWB-0726,2016-09-10,2016-09-10,23:06:00,2016-09-10 23:06,LACI
LWB-0726,2016-09-10,2016-09-10,23:06:19,2016-09-10 23:06,LACI
LWB-0726,2016-09-10,2016-09-10,23:35:55,2016-09-10 23:35,45K
LWB-0726,2016-09-10,2016-09-10,23:48:08,2016-09-10 23:48,NOISE
LWB-0726,2016-09-10,2016-09-10,23:56:46,2016-09-10 23:56,35K
LWB-0726,2016-09-11,2016-09-10,0:00:23,2016-09-11 0:00,35K
LWB-0726,2016-09-11,2016-09-10,0:04:13,2016-09-11 0:04,MYLU
LWB-0726,2016-09-11,2016-09-10,0:04:41,2016-09-11 0:04,35K
LWB-0726,2016-09-11,2016-09-10,0:08:28,2016-09-11 0:08,45K
LWB-0726,2016-09-11,2016-09-10,0:56:32,2016-09-11 0:56,MYLU
LWB-0726,2016-09-11,2016-09-10,1:50:17,2016-09-11 1:50,35K
LWB-0726,2016-09-11,2016-09-10,2:02:24,2016-09-11 2:02,40K
LWB-0726,2016-09-11,2016-09-10,2:05:05,2016-09-11 2:05,35K
LWB-0726,2016-09-11,2016-09-10,2:18:11,2016-09-11 2:18,MYYU
LWB-0726,2016-09-11,2016-09-10,3:03:28,2016-09-11 3:03,40K
LWB-0726,2016-09-11,2016-09-10,4:03:23,2016-09-11 4:03,35K
LWB-0726,2016-09-11,2016-09-10,4:16:56,2016-09-11 4:16,35K
LWB-0726,2016-09-11,2016-09-10,4:39:32,2016-09-11 4:39,35K
LWB-0726,2016-09-11,2016-09-10,5:02:32,2016-09-11 5:02,35K
LWB-0726,2016-09-11,2016-09-10,5:13:11,2016-09-11 5:13,35K
LWB-0726,2016-09-11,2016-09-10,5:17:41,2016-09-11 5:17,MYLU
LWB-0726,2016-09-11,2016-09-10,5:26:33,2016-09-11 5:26,35K
LWB-0726,2016-09-11,2016-09-10,6:02:54,2016-09-11 6:02,35K
LWB-0726,2016-09-11,2016-09-10,6:03:44,2016-09-11 6:03,40K
LWB-0726,2016-09-11,2016-09-11,19:46:11,2016-09-11 19:46,35K
LWB-0726,2016-09-11,2016-09-11,19:46:33,2016-09-11 19:46,40K
LWB-0726,2016-09-11,2016-09-11,19:47:59,2016-09-11 19:47,35K
LWB-0726,2016-09-11,2016-09-11,19:49:58,2016-09-11 19:49,40K
LWB-0726,2016-09-11,2016-09-11,19:50:35,2016-09-11 19:50,MYLU
LWB-0726,2016-09-11,2016-09-11,19:51:03,2016-09-11 19:51,40K
LWB-0726,2016-09-11,2016-09-11,19:51:18,2016-09-11 19:51,35K
LWB-0726,2016-09-11,2016-09-11,19:54:26,2016-09-11 19:54,35K
LWB-0726,2016-09-11,2016-09-11,19:58:37,2016-09-11 19:58,40K
LWB-0726,2016-09-11,2016-09-11,19:58:56,2016-09-11 19:58,35K
LWB-0726,2016-09-11,2016-09-11,20:00:15,2016-09-11 20:00,MYLU
LWB-0726,2016-09-11,2016-09-11,20:01:54,2016-09-11 20:01,35K
LWB-0726,2016-09-11,2016-09-11,20:02:20,2016-09-11 20:02,35K
LWB-0726,2016-09-11,2016-09-11,20:02:48,2016-09-11 20:02,35K
LWB-0726,2016-09-11,2016-09-11,20:02:54,2016-09-11 20:02,35K
LWB-0726,2016-09-11,2016-09-11,20:04:07,2016-09-11 20:04,40K
LWB-0726,2016-09-11,2016-09-11,20:05:08,2016-09-11 20:05,40K
LWB-0726,2016-09-11,2016-09-11,20:05:53,2016-09-11 20:05,MYLU
LWB-0726,2016-09-11,2016-09-11,20:06:14,2016-09-11 20:06,MYLU
LWB-0726,2016-09-11,2016-09-11,20:06:19,2016-09-11 20:06,35K
LWB-0726,2016-09-11,2016-09-11,20:12:10,2016-09-11 20:12,35K
LWB-0726,2016-09-11,2016-09-11,20:16:04,2016-09-11 20:16,MYLU
LWB-0726,2016-09-11,2016-09-11,20:16:54,2016-09-11 20:16,40K
LWB-0726,2016-09-11,2016-09-11,20:21:06,2016-09-11 20:21,35K
LWB-0726,2016-09-11,2016-09-11,20:32:27,2016-09-11 20:32,35K
LWB-0726,2016-09-11,2016-09-11,20:35:21,2016-09-11 20:35,MYCA
LWB-0726,2016-09-11,2016-09-11,20:47:04,2016-09-11 20:47,40K
LWB-0726,2016-09-11,2016-09-11,20:48:18,2016-09-11 20:48,40K
LWB-0726,2016-09-11,2016-09-11,20:50:41,2016-09-11 20:50,MYLU
LWB-0726,2016-09-11,2016-09-11,20:57:34,2016-09-11 20:57,35K
LWB-0726,2016-09-11,2016-09-11,21:05:34,2016-09-11 21:05,45K
LWB-0726,2016-09-11,2016-09-11,21:09:26,2016-09-11 21:09,35K
LWB-0726,2016-09-11,2016-09-11,21:11:47,2016-09-11 21:11,35K
LWB-0726,2016-09-11,2016-09-11,21:34:28,2016-09-11 21:34,35K
LWB-0726,2016-09-11,2016-09-11,21:42:40,2016-09-11 21:42,40K
LWB-0726,2016-09-11,2016-09-11,23:23:14,2016-09-11 23:23,35K
LWB-0726,2016-09-12,2016-09-11,0:18:02,2016-09-12 0:18,40K
LWB-0726,2016-09-12,2016-09-11,3:10:03,2016-09-12 3:10,NOISE
LWB-0726,2016-09-12,2016-09-11,3:31:14,2016-09-12 3:31,MYEV
LWB-0726,2016-09-12,2016-09-12,19:47:17,2016-09-12 19:47,40K
LWB-0726,2016-09-12,2016-09-12,19:48:00,2016-09-12 19:48,35K
LWB-0726,2016-09-12,2016-09-12,19:48:15,2016-09-12 19:48,35K
LWB-0726,2016-09-12,2016-09-12,19:48:27,2016-09-12 19:48,35K
LWB-0726,2016-09-12,2016-09-12,19:50:14,2016-09-12 19:50,35K
LWB-0726,2016-09-12,2016-09-12,19:51:18,2016-09-12 19:51,35K
LWB-0726,2016-09-12,2016-09-12,19:54:13,2016-09-12 19:54,35K
LWB-0726,2016-09-12,2016-09-12,19:55:05,2016-09-12 19:55,40K
LWB-0726,2016-09-12,2016-09-12,19:57:31,2016-09-12 19:57,35K
LWB-0726,2016-09-12,2016-09-12,19:59:20,2016-09-12 19:59,MYLU
LWB-0726,2016-09-12,2016-09-12,20:00:11,2016-09-12 20:00,MYLU
LWB-0726,2016-09-12,2016-09-12,20:00:55,2016-09-12 20:00,35K
LWB-0726,2016-09-12,2016-09-12,20:02:27,2016-09-12 20:02,35K
LWB-0726,2016-09-12,2016-09-12,20:03:13,2016-09-12 20:03,35K
LWB-0726,2016-09-12,2016-09-12,20:03:30,2016-09-12 20:03,40K
LWB-0726,2016-09-12,2016-09-12,20:05:25,2016-09-12 20:05,35K
LWB-0726,2016-09-12,2016-09-12,20:05:47,2016-09-12 20:05,35K
LWB-0726,2016-09-12,2016-09-12,20:05:54,2016-09-12 20:05,40K
LWB-0726,2016-09-12,2016-09-12,20:06:13,2016-09-12 20:06,40K
LWB-0726,2016-09-12,2016-09-12,20:06:35,2016-09-12 20:06,35K
LWB-0726,2016-09-12,2016-09-12,20:07:50,2016-09-12 20:07,35K
LWB-0726,2016-09-12,2016-09-12,20:10:54,2016-09-12 20:10,40K
LWB-0726,2016-09-12,2016-09-12,20:11:45,2016-09-12 20:11,40K
LWB-0726,2016-09-12,2016-09-12,20:11:48,2016-09-12 20:11,40K
LWB-0726,2016-09-12,2016-09-12,20:12:05,2016-09-12 20:12,35K
LWB-0726,2016-09-12,2016-09-12,20:14:53,2016-09-12 20:14,40K
LWB-0726,2016-09-12,2016-09-12,20:30:55,2016-09-12 20:30,40K
LWB-0726,2016-09-12,2016-09-12,20:31:07,2016-09-12 20:31,40K
LWB-0726,2016-09-12,2016-09-12,20:32:24,2016-09-12 20:32,40K
LWB-0726,2016-09-12,2016-09-12,20:32:36,2016-09-12 20:32,45K
LWB-0726,2016-09-12,2016-09-12,20:39:54,2016-09-12 20:39,40K
LWB-0726,2016-09-12,2016-09-12,20:42:22,2016-09-12 20:42,40K
LWB-0726,2016-09-12,2016-09-12,20:43:06,2016-09-12 20:43,MYLU
LWB-0726,2016-09-12,2016-09-12,20:51:55,2016-09-12 20:51,35K
LWB-0726,2016-09-12,2016-09-12,20:52:17,2016-09-12 20:52,MYCA
LWB-0726,2016-09-12,2016-09-12,20:53:28,2016-09-12 20:53,40K
LWB-0726,2016-09-12,2016-09-12,21:07:56,2016-09-12 21:07,MYLU
LWB-0726,2016-09-12,2016-09-12,21:10:36,2016-09-12 21:10,MYLU
LWB-0726,2016-09-12,2016-09-12,21:16:44,2016-09-12 21:16,35K
LWB-0726,2016-09-12,2016-09-12,21:17:43,2016-09-12 21:17,40K
LWB-0726,2016-09-12,2016-09-12,21:18:16,2016-09-12 21:18,40K
LWB-0726,2016-09-12,2016-09-12,21:26:47,2016-09-12 21:26,45K
LWB-0726,2016-09-12,2016-09-12,21:27:59,2016-09-12 21:27,35K
LWB-0726,2016-09-12,2016-09-12,21:28:32,2016-09-12 21:28,35K
LWB-0726,2016-09-12,2016-09-12,22:30:41,2016-09-12 22:30,35K
LWB-0726,2016-09-12,2016-09-12,22:38:12,2016-09-12 22:38,MYCA
LWB-0726,2016-09-12,2016-09-12,22:59:03,2016-09-12 22:59,40K
LWB-0726,2016-09-12,2016-09-12,23:48:18,2016-09-12 23:48,MYCA
LWB-0726,2016-09-12,2016-09-12,23:59:48,2016-09-12 23:59,40K
LWB-0726,2016-09-13,2016-09-12,0:53:38,2016-09-13 0:53,35K
LWB-0726,2016-09-13,2016-09-12,2:12:29,2016-09-13 2:12,NOISE
LWB-0726,2016-09-13,2016-09-12,2:16:59,2016-09-13 2:16,LANO
LWB-0726,2016-09-13,2016-09-12,5:11:03,2016-09-13 5:11,35K
LWB-0726,2016-09-13,2016-09-12,5:13:59,2016-09-13 5:13,35K
LWB-0726,2016-09-13,2016-09-13,19:53:35,2016-09-13 19:53,MYLU
LWB-0726,2016-09-13,2016-09-13,19:54:25,2016-09-13 19:54,35K
LWB-0726,2016-09-13,2016-09-13,19:54:38,2016-09-13 19:54,MYLU
LWB-0726,2016-09-13,2016-09-13,19:55:08,2016-09-13 19:55,MYLU
LWB-0726,2016-09-13,2016-09-13,19:57:35,2016-09-13 19:57,35K
LWB-0726,2016-09-13,2016-09-13,19:57:56,2016-09-13 19:57,35K
LWB-0726,2016-09-13,2016-09-13,19:58:19,2016-09-13 19:58,35K
LWB-0726,2016-09-13,2016-09-13,20:00:06,2016-09-13 20:00,40K
LWB-0726,2016-09-13,2016-09-13,20:00:21,2016-09-13 20:00,35K
LWB-0726,2016-09-13,2016-09-13,20:03:45,2016-09-13 20:03,35K
LWB-0726,2016-09-13,2016-09-13,20:05:09,2016-09-13 20:05,35K
LWB-0726,2016-09-13,2016-09-13,20:05:17,2016-09-13 20:05,MYLU
LWB-0726,2016-09-13,2016-09-13,20:05:50,2016-09-13 20:05,MYLU
LWB-0726,2016-09-13,2016-09-13,20:08:07,2016-09-13 20:08,40K
LWB-0726,2016-09-13,2016-09-13,20:08:16,2016-09-13 20:08,40K
LWB-0726,2016-09-13,2016-09-13,20:08:38,2016-09-13 20:08,40K
LWB-0726,2016-09-13,2016-09-13,20:08:44,2016-09-13 20:08,40K
LWB-0726,2016-09-13,2016-09-13,20:08:52,2016-09-13 20:08,40K
LWB-0726,2016-09-13,2016-09-13,20:08:57,2016-09-13 20:08,35K
LWB-0726,2016-09-13,2016-09-13,20:09:04,2016-09-13 20:09,40K
LWB-0726,2016-09-13,2016-09-13,20:09:35,2016-09-13 20:09,35K
LWB-0726,2016-09-13,2016-09-13,20:12:04,2016-09-13 20:12,35K
LWB-0726,2016-09-13,2016-09-13,20:13:52,2016-09-13 20:13,MYCA
LWB-0726,2016-09-13,2016-09-13,20:17:41,2016-09-13 20:17,MYLU
LWB-0726,2016-09-13,2016-09-13,20:27:31,2016-09-13 20:27,35K
LWB-0726,2016-09-13,2016-09-13,20:36:30,2016-09-13 20:36,MYLU
LWB-0726,2016-09-13,2016-09-13,20:36:37,2016-09-13 20:36,40K
LWB-0726,2016-09-13,2016-09-13,20:41:31,2016-09-13 20:41,45K
LWB-0726,2016-09-13,2016-09-13,20:45:02,2016-09-13 20:45,35K
LWB-0726,2016-09-13,2016-09-13,20:54:23,2016-09-13 20:54,45K
LWB-0726,2016-09-13,2016-09-13,20:58:19,2016-09-13 20:58,35K
LWB-0726,2016-09-13,2016-09-13,21:05:34,2016-09-13 21:05,35K
LWB-0726,2016-09-13,2016-09-13,21:55:21,2016-09-13 21:55,MYLU
LWB-0726,2016-09-13,2016-09-13,23:28:22,2016-09-13 23:28,35K
